date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:45:06	42067/42067	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:45:04%20GMT	https://www.docplanner.com/about-us	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/about-us.html	(from )
07:45:09	1253/1253	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Apr%202021%2017:45:09%20GMT	https://www.docplanner.com/robots.txt		(from )
07:45:10	3226/3226	---M--	200	added ('OK')	image/png	etag:%226066b377-c9a%22	https://www.docplanner.com/favicon/apple-touch-icon.png	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/favicon/apple-touch-icon.png	(from https://www.docplanner.com/about-us)
07:45:11	1559/1559	---M--	200	added ('OK')	image/png	etag:%226066b377-617%22	https://www.docplanner.com/favicon/favicon-32x32.png	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/favicon/favicon-32x32.png	(from https://www.docplanner.com/about-us)
07:45:12	999/999	---M--	200	added ('OK')	image/png	etag:%226066b377-3e7%22	https://www.docplanner.com/favicon/favicon-16x16.png	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/favicon/favicon-16x16.png	(from https://www.docplanner.com/about-us)
07:45:13	440/440	---M--	200	added ('OK')	application/octet-stream	etag:%226066b377-1b8%22	https://www.docplanner.com/favicon/site.webmanifest	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/favicon/site.webmanifest	(from https://www.docplanner.com/about-us)
07:45:16	10912/10912	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-2aa0%22	https://www.docplanner.com/favicon/safari-pinned-tab.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/favicon/safari-pinned-tab.svg	(from https://www.docplanner.com/about-us)
07:45:18	36360/36360	---MCZ	200	added ('OK')	text/css	etag:W/%226066f29e-8e08%22	https://www.docplanner.com/static/css/main.css	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/static/css/main.css	(from https://www.docplanner.com/about-us)
07:45:21	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2027%20Apr%202021%2017:45:20%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.googletagmanager.com/gtm.75445.delayed	(from https://www.docplanner.com/about-us)
07:45:22	9518/9518	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2027%20Apr%202021%2017:45:22%20GMT	https://www.docplanner.com/	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/index.html	(from https://www.docplanner.com/about-us)
07:45:31	4415/4415	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226066b377-113f%22	https://www.docplanner.com/img/logo-default-group-en.svg?v=1	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/img/logo-default-group-en3860.svg	(from https://www.docplanner.com/about-us)
07:45:33	141064/141064	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:45:32%20GMT	https://www.docplanner.com/career	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/career.html	(from https://www.docplanner.com/about-us)
07:45:37	319920/319920	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:45:36%20GMT	https://www.docplanner.com/department?dep=marketing	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/department0a89.html	(from https://www.docplanner.com/about-us)
07:45:50	324822/324822	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:45:40%20GMT	https://www.docplanner.com/department?dep=customer	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/department2700.html	(from https://www.docplanner.com/about-us)
07:45:55	315029/315029	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:45:52%20GMT	https://www.docplanner.com/department?dep=finance	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/department5c6a.html	(from https://www.docplanner.com/about-us)
07:46:00	668/668	---M--	200	added ('OK')	image/png	etag:%226066b377-29c%22	https://www.docplanner.com/img/sygnet.png	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/img/sygnet.png	(from https://www.docplanner.com/about-us)
07:46:02	2047/2047	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-7ff%22	https://www.docplanner.com/icons/icon-patients.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/icons/icon-patients.svg	(from https://www.docplanner.com/about-us)
07:46:02	318325/318325	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:45:44%20GMT	https://www.docplanner.com/department?dep=it	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/department1872.html	(from https://www.docplanner.com/about-us)
07:46:02	315936/315936	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:45:58%20GMT	https://www.docplanner.com/department?dep=hr	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/departmentbb1e.html	(from https://www.docplanner.com/about-us)
07:46:05	1468/1468	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-5bc%22	https://www.docplanner.com/icons/icon-doctors.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/icons/icon-doctors.svg	(from https://www.docplanner.com/about-us)
07:46:06	2330/2330	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-91a%22	https://www.docplanner.com/icons/icon-clinics.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/icons/icon-clinics.svg	(from https://www.docplanner.com/about-us)
07:46:07	1573/1573	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-625%22	https://www.docplanner.com/logos/logo-tuotempo.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/logos/logo-tuotempo.svg	(from https://www.docplanner.com/about-us)
07:46:08	8589/8589	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-218d%22	https://www.docplanner.com/logos/logo-gipo.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/logos/logo-gipo.svg	(from https://www.docplanner.com/about-us)
07:46:09	10639/10639	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-298f%22	https://www.docplanner.com/logos/logo-clinicloud.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/logos/logo-clinicloud.svg	(from https://www.docplanner.com/about-us)
07:46:10	141039/141039	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:46:09%20GMT	https://www.docplanner.com/career?&loc=poland	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/careerc99f.html	(from https://www.docplanner.com/about-us)
07:46:11	140256/140256	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:46:10%20GMT	https://www.docplanner.com/career?&loc=spain	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/careerc994.html	(from https://www.docplanner.com/about-us)
07:46:12	141098/141098	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:46:12%20GMT	https://www.docplanner.com/career?&loc=rome	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/career1aae.html	(from https://www.docplanner.com/about-us)
07:46:13	141098/141098	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:46:13%20GMT	https://www.docplanner.com/career?&loc=italy	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/career1eae.html	(from https://www.docplanner.com/about-us)
07:46:14	141098/141098	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:46:14%20GMT	https://www.docplanner.com/career?&loc=brazil	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/career72c2.html	(from https://www.docplanner.com/about-us)
07:46:20	140256/140256	---MCZ	200	added ('OK')	text/html	date:Tue,%2027%20Apr%202021%2017:46:15%20GMT	https://www.docplanner.com/career?&loc=mexico	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/career9575.html	(from https://www.docplanner.com/about-us)
07:46:22	95992/95992	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	(from https://www.docplanner.com/about-us)
07:46:23	2442/2442	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066b377-98a%22	https://www.docplanner.com/static/js/vendor/jquery.scrollTo.min.js	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/static/js/vendor/jquery.scrollTo.min.js	(from https://www.docplanner.com/about-us)
07:46:23	132298/132298	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066b377-204ca%22	https://www.docplanner.com/static/js/vendor/vendor.min.js	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/static/js/vendor/vendor.min.js	(from https://www.docplanner.com/about-us)
07:46:27	6784/6784	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066b377-1a80%22	https://www.docplanner.com/static/js/vendor/instafeed.min.js	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/static/js/vendor/instafeed.min.js	(from https://www.docplanner.com/about-us)
07:46:29	270/270	---M--	200	added ('OK')	image/png	etag:%226066b377-10e%22	https://www.docplanner.com/icons/arrow-icon@2x.png	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/icons/arrow-icon@2x.png	(from https://www.docplanner.com/static/css/main.css)
07:46:30	823/823	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-337%22	https://www.docplanner.com/icons/icon-caret-white.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/icons/icon-caret-white.svg	(from https://www.docplanner.com/static/css/main.css)
07:46:31	5457/5457	---M--	200	added ('OK')	image/png	etag:%226066b377-1551%22	https://www.docplanner.com/img/logo.png	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/img/logo.png	(from https://www.docplanner.com/static/css/main.css)
07:46:31	107829/107829	---MCZ	200	added ('OK')	application/javascript	etag:W/%226066f29e-1a535%22	https://www.docplanner.com/static/js/main.js	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/static/js/main.js	(from https://www.docplanner.com/about-us)
07:46:37	19490/19490	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-4c22%22	https://www.docplanner.com/images/fb3.jpg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/images/fb3.jpg	(from https://www.docplanner.com/static/css/main.css)
07:46:42	32043/32043	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-7d2b%22	https://www.docplanner.com/images/fb1.jpg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/images/fb1.jpg	(from https://www.docplanner.com/static/css/main.css)
07:46:43	46655/46655	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-b63f%22	https://www.docplanner.com/images/fb2.jpg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/images/fb2.jpg	(from https://www.docplanner.com/static/css/main.css)
07:46:48	33647/33647	---M-Z	200	added ('OK')	image/jpeg	etag:W/%226066b377-836f%22	https://www.docplanner.com/images/video.jpg?v=1	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/images/video3860.jpg	(from https://www.docplanner.com/static/css/main.css)
07:46:50	46812/46812	---M--	200	added ('OK')	image/png	etag:%2294ae3132c7f9b43b25fe2b6f434fee58%22	http://s3-eu-west-1.amazonaws.com/docplanner.com/video/button_place.png	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/s3-eu-west-1.amazonaws.com/docplanner.com/video/button_place.png	(from https://www.docplanner.com/static/css/main.css)
07:46:52	3526/3526	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-dc6%22	https://www.docplanner.com/img/poland.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/img/poland.svg	(from https://www.docplanner.com/career)
07:46:52	214141/214141	---M--	200	added ('OK')	image/png	etag:%226066b377-3447d%22	https://www.docplanner.com/images/video-en.png	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/images/video-en.png	(from https://www.docplanner.com/static/css/main.css)
07:46:52	321289/321289	---M--	200	added ('OK')	image/jpeg	etag:%226066b377-4e709%22	https://www.docplanner.com/images/bg-top.jpg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/images/bg-top.jpg	(from https://www.docplanner.com/static/css/main.css)
07:46:57	5088/5088	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-13e0%22	https://www.docplanner.com/img/italy.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/img/italy.svg	(from https://www.docplanner.com/career)
07:46:58	3781/3781	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-ec5%22	https://www.docplanner.com/img/spain.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/img/spain.svg	(from https://www.docplanner.com/career)
07:47:00	3244/3244	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-cac%22	https://www.docplanner.com/img/brazil.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/img/brazil.svg	(from https://www.docplanner.com/career)
07:47:01	3104/3104	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-c20%22	https://www.docplanner.com/img/mexico.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/img/mexico.svg	(from https://www.docplanner.com/career)
07:47:01	5121/5121	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-1401%22	https://www.docplanner.com/img/turkey.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/img/turkey.svg	(from https://www.docplanner.com/career)
07:47:02	5385/5385	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226066b377-1509%22	https://www.docplanner.com/icons/instagram.svg	C:/Users/D-WEB/OneDrive/Bureau/copie_site_docplanner/www.docplanner.com/icons/instagram.svg	(from https://www.docplanner.com/career)
